3	2	5	1
3	2	5	1
3	2	5	1
3	2	5	1
3	2	5	1
3	2	5	1
3	2	5	1
3	2	5	1
3	2	5	1
3	2	5	1
3	2	5	1
3	2	5	1
3	2	5	1
3	2	5	1
3	2	5	1
3	2	5	1
3	2	5	1
3	2	5	1
3	2	5	1
3	2	5	1
3	2	5	1
3	2	5	1
3	2	5	1
3	2	5	1
3	2	5	1
3	2	5	1
3	2	5	1
3	2	5	1
3	2	5	1
3	2	5	1
3	2	5	1
3	2	5	1
3	2	5	1
3	2	5	1
3	2	5	1
3	2	5	1
3	2	5	1
3	2	5	1
3	2	5	1
3	2	5	1
3	2	5	1
3	2	5	1
3	2	5	1
3	2	5	1
3	2	5	1
3	-2	5	1
3	-2	5	1
3	-2	5	1
3	-2	5	1
3	-2	5	1
3	-2	5	1
3	-2	5	1
3	-2	5	1
3	-2	5	1
-3	-2	5	1
-3	-2	5	1
-3	-2	5	1
-3	-2	5	1
-3	-2	5	1
-3	-2	5	1
-3	-2	5	1
-3	-2	5	1
-3	-2	5	1
-3	-2	5	1
-3	-2	5	1
-3	-2	5	1
-3	-2	5	1
-3	-2	5	-1
-3	-2	5	-1
-3	-2	5	-1
-3	-2	5	-1
-3	-2	5	-1
-3	-2	5	-1
-3	-2	5	-1
-3	-2	5	-1
-3	-2	5	-1
-3	-2	5	-1
-3	-2	5	-1
-3	-2	5	-1
-3	-2	5	-1
-3	-2	5	-1
-3	-2	5	-1
-3	-2	5	-1
-3	-2	5	-1
-3	-2	5	-1
-3	-2	5	-1
-3	-2	5	-1
-3	-2	5	-1
-3	-2	5	-1
-3	2	-5	-1
-3	2	-5	-1
-3	2	-5	-1
-3	2	-5	-1
-3	2	-5	-1
-3	2	-5	-1
-3	2	-5	-1
-3	2	-5	-1
-3	2	-5	-1
-3	2	-5	-1
-3	2	-5	-1
-3	2	-5	-1
-3	2	-5	-1
-3	2	-5	-1
-3	2	-5	-1
-3	2	-5	-1
-3	2	-5	-1
-3	2	-5	-1
3	2	-5	-1
3	2	-5	-1
3	2	-5	-1
3	2	-5	-1
3	2	-5	-1
3	2	-5	-1
3	2	-5	-1
3	2	-5	-1
3	2	-5	-1
3	2	-5	-1
3	2	-5	-1
3	2	-5	-1
3	2	-5	-1
3	2	-5	-1
3	2	-5	-1
3	2	-5	-1
3	2	-5	-1
3	2	-5	-1
3	2	-5	-1
3	2	-5	-1
3	2	-5	-1
3	2	-5	-1
3	2	-5	-1
3	2	-5	-1
3	2	-5	-1
3	2	-5	-1
3	2	-5	-1
3	-2	-5	1
3	-2	-5	1
3	-2	-5	1
3	-2	-5	1
3	-2	-5	1
3	-2	-5	1
3	-2	-5	1
3	-2	-5	1
3	-2	-5	1
3	-2	-5	1
